CrimeDate	CrimeTime	CrimeCode	Location	Description	Weapon	Post	District	Neighborhood	"Location 1"	"Total Incidents"	latitude	longitude
2012/07/26	333	1F	"1600 N SMALLWOOD ST"	HOMICIDE	FIREARM	735	WESTERN	"Coppin Heights/Ash-Co-East"	"(39.3069300000, -76.6525800000)"	1	39.3069300000	-76.6525800000
2012/07/26	2153	1F	"1000 EVESHAM AV"	HOMICIDE	FIREARM	522	NORTHERN	"Chinquapin Park"	"(39.3610800000, -76.6002300000)"	1	39.3610800000	-76.6002300000
2012/07/23	2228	1F	"1500 MC KEAN AV"	HOMICIDE	FIREARM	724	WESTERN	Sandtown-Winchester	"(39.3053000000, -76.6471000000)"	1	39.3053000000	-76.6471000000
2012/07/17	122	1F	"4300 6TH ST"	HOMICIDE	FIREARM	913	SOUTHERN	Brooklyn	"(39.2272700000, -76.6005800000)"	1	39.2272700000	-76.6005800000
2012/07/16	128	1F	"5500 LOTHIAN RD"	HOMICIDE	FIREARM	523	NORTHERN	Mid-Govans	"(39.3562300000, -76.6024600000)"	1	39.3562300000	-76.6024600000
2012/07/10	410	1F	"4100 W FOREST PARK AV"	HOMICIDE	FIREARM	623	NORTHWESTERN	"Central Forest Park"	"(39.3244200000, -76.6873500000)"	1	39.3244200000	-76.6873500000
2012/07/08	2354	1F	"3200 SPAULDING AV"	HOMICIDE	FIREARM	614	NORTHWESTERN	"Central Park Heights"	"(39.3483000000, -76.6748600000)"	1	39.3483000000	-76.6748600000
2012/07/06	2349	1F	"1000 LEADENHALL ST"	HOMICIDE	FIREARM	942	SOUTHERN	Sharp-Leadenhall	"(39.2778200000, -76.6174700000)"	1	39.2778200000	-76.6174700000
2012/07/05	125	1F	"2300 EUTAW PL"	HOMICIDE	FIREARM	135	CENTRAL	"Reservoir Hill"	"(39.3124300000, -76.6358700000)"	1	39.3124300000	-76.6358700000
2012/07/05	1025	1F	"400 LAURENS ST"	HOMICIDE	FIREARM	131	CENTRAL	"Madison Park"	"(39.3070400000, -76.6319500000)"	1	39.3070400000	-76.6319500000
2012/07/05	2131	1F	"3400 RAVENWOOD AV"	HOMICIDE	FIREARM	413	NORTHEASTERN	"Four By Four"	"(39.3153600000, -76.5755100000)"	1	39.3153600000	-76.5755100000
2012/07/03	1525	1F	"1400 E PRESTON ST"	HOMICIDE	FIREARM	322	EASTERN	Oliver	"(39.3051800000, -76.5994700000)"	1	39.3051800000	-76.5994700000
2012/06/29	2142	1F	"2100 DENISON ST"	HOMICIDE	FIREARM	812	SOUTHWESTERN	"Mount Holly"	"(39.3111300000, -76.6742900000)"	1	39.3111300000	-76.6742900000
2012/06/26	2154	1F	"4600 NORFOLK AV"	HOMICIDE	FIREARM	622	NORTHWESTERN	"West Forest Park"	"(39.3212500000, -76.6944200000)"	1	39.3212500000	-76.6944200000
2012/06/24	1945	1F	"1000 N CENTRAL AV"	HOMICIDE	FIREARM	322	EASTERN	"Johnston Square"	"(39.3021000000, -76.6003800000)"	1	39.3021000000	-76.6003800000
2012/06/20	200	1F	"4000 BOARMAN AV"	HOMICIDE	FIREARM	624	NORTHWESTERN	Dorchester	"(39.3342300000, -76.6844500000)"	1	39.3342300000	-76.6844500000
2012/06/19	2210	1F	"2100 W PRATT ST"	HOMICIDE	FIREARM	835	SOUTHWESTERN	"Carrollton Ridge"	"(39.2850400000, -76.6500000000)"	1	39.2850400000	-76.6500000000
2012/06/14	1000	1O	"800 N STRICKER ST"	HOMICIDE	OTHER	715	WESTERN	"Harlem Park"	"(39.2983800000, -76.6415400000)"	1	39.2983800000	-76.6415400000
2012/06/11	1226	1F	"2600 W PATAPSCO AV"	HOMICIDE	FIREARM	923	SOUTHERN	Lakeland	"(39.2535300000, -76.6542000000)"	1	39.2535300000	-76.6542000000
2012/06/08	2338	1F	"400 E 21ST ST"	HOMICIDE	FIREARM	314	EASTERN	Barclay	"(39.3134900000, -76.6109000000)"	1	39.3134900000	-76.6109000000
2012/06/05	22	1F	"4400 PALL MALL RD"	HOMICIDE	FIREARM	531	NORTHERN	Greenspring	"(39.3398500000, -76.6629300000)"	1	39.3398500000	-76.6629300000
2012/06/05	22	1F	"4400 PALL MALL RD"	HOMICIDE	FIREARM	531	NORTHERN	Greenspring	"(39.3398500000, -76.6629300000)"	1	39.3398500000	-76.6629300000
2012/06/05	27	1F	"3600 BEEHLER AV"	HOMICIDE	FIREARM	613	NORTHWESTERN	"Central Park Heights"	"(39.3431600000, -76.6748600000)"	1	39.3431600000	-76.6748600000
2012/06/04	1035	1F	"5500 BELAIR RD"	HOMICIDE	FIREARM	427	NORTHEASTERN	Waltherson	"(39.3403500000, -76.5484700000)"	1	39.3403500000	-76.5484700000
2012/06/04	2125	1F	"3400 E LOMBARD ST"	HOMICIDE	FIREARM	224	SOUTHEASTERN	"Baltimore Highlands"	"(39.2913600000, -76.5691600000)"	1	39.2913600000	-76.5691600000
2012/06/03	333	1F	"4600 PIMLICO RD"	HOMICIDE	FIREARM	615	NORTHWESTERN	"Central Park Heights"	"(39.3433400000, -76.6674100000)"	1	39.3433400000	-76.6674100000
2012/06/02	214	1F	"1400 E FAYETTE ST"	HOMICIDE	FIREARM	212	SOUTHEASTERN	Dunbar-Broadway	"(39.2929800000, -76.5983400000)"	1	39.2929800000	-76.5983400000
2012/06/02	2304	1K	"1200 E LAFAYETTE AV"	HOMICIDE	KNIFE	313	EASTERN	Oliver	"(39.3103800000, -76.6024600000)"	1	39.3103800000	-76.6024600000
2012/05/31	2109	1K	"3000 E PRESTON ST"	HOMICIDE	KNIFE	334	EASTERN	Berea	"(39.3061300000, -76.5756200000)"	1	39.3061300000	-76.5756200000
2012/05/29	1239	1F	"1100 MYRTLE AV"	HOMICIDE	FIREARM	122	CENTRAL	Upton	"(39.2972900000, -76.6305300000)"	1	39.2972900000	-76.6305300000
2012/05/28	1200	1O	"1600 E COLD SPRING LA"	HOMICIDE	OTHER	426	NORTHEASTERN	Hillen	"(39.3458100000, -76.5875700000)"	1	39.3458100000	-76.5875700000
2012/05/28	2150	1K	"1200 WOODBOURNE AV"	HOMICIDE	KNIFE	523	NORTHERN	"New Northwood"	"(39.3539800000, -76.5972100000)"	1	39.3539800000	-76.5972100000
2012/05/28	2215	1O	"3100 HAMILTON AV"	HOMICIDE	OTHER	427	NORTHEASTERN	Glenham-Belhar	"(39.3507100000, -76.5598200000)"	1	39.3507100000	-76.5598200000
2012/05/27	1804	1F	"2500 W FAYETTE ST"	HOMICIDE	FIREARM	816	SOUTHWESTERN	"Shipley Hill"	"(39.2889500000, -76.6569200000)"	1	39.2889500000	-76.6569200000
2012/05/26	127	1F	"2500 N EDGECOMBE CIR"	HOMICIDE	FIREARM	534	NORTHERN	Parklane	"(39.3417400000, -76.6601500000)"	1	39.3417400000	-76.6601500000
2012/05/26	130	1F	"600 PITCHER ST"	HOMICIDE	FIREARM	132	CENTRAL	Upton	"(39.3028100000, -76.6345500000)"	1	39.3028100000	-76.6345500000
2012/05/24	1834	1F	"4600 KERNYORK LA"	HOMICIDE	FIREARM	526	NORTHERN	Kernewood	"(39.3451700000, -76.6101200000)"	1	39.3451700000	-76.6101200000
2012/05/24	1959	1F	"2600 E PRESTON ST"	HOMICIDE	FIREARM	333	EASTERN	Berea	"(39.3059200000, -76.5808400000)"	1	39.3059200000	-76.5808400000
2012/05/23	2044	1F	"3300 WESTERWALD AV"	HOMICIDE	FIREARM	525	NORTHERN	Waverly	"(39.3292700000, -76.6050700000)"	1	39.3292700000	-76.6050700000
2012/05/22	16	1F	"600 N CAREY ST"	HOMICIDE	FIREARM	713	WESTERN	"Harlem Park"	"(39.2963900000, -76.6385900000)"	1	39.2963900000	-76.6385900000
2012/05/18	2330	1K	"1400 LIMIT AV"	HOMICIDE	KNIFE	423	NORTHEASTERN	Idlewood	"(39.3712200000, -76.5844900000)"	1	39.3712200000	-76.5844900000
2012/05/18	2345	1F	"2600 MATHEWS ST"	HOMICIDE	FIREARM	513	NORTHERN	"Better Waverly"	"(39.3198600000, -76.6078900000)"	1	39.3198600000	-76.6078900000
2012/05/16	1653	1F	"2000 FREDERICK AV"	HOMICIDE	FIREARM	836	SOUTHWESTERN	Boyd-Booth	"(39.2862500000, -76.6486100000)"	1	39.2862500000	-76.6486100000
2012/05/14	2326	1F	"1100 N MILTON AV"	HOMICIDE	FIREARM	333	EASTERN	"Biddle Street"	"(39.3040600000, -76.5826600000)"	1	39.3040600000	-76.5826600000
2012/05/13	1640	1F	"4000 W FRANKLIN ST"	HOMICIDE	FIREARM	822	SOUTHWESTERN	Allendale	"(39.2924700000, -76.6830200000)"	1	39.2924700000	-76.6830200000
2012/05/13	2111	1F	"1600 GOUGH ST"	HOMICIDE	FIREARM	212	SOUTHEASTERN	"Fells Point"	"(39.2876000000, -76.5945700000)"	1	39.2876000000	-76.5945700000
2012/05/13	2217	1F	"1600 E 32ND ST"	HOMICIDE	FIREARM	414	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3268200000, -76.5930200000)"	1	39.3268200000	-76.5930200000
2012/05/09	2151	1O	"300 WHITRIDGE AV"	HOMICIDE	OTHER	512	NORTHERN	Harwood	"(39.3215100000, -76.6118200000)"	1	39.3215100000	-76.6118200000
2012/05/08	247	1F	"600 N EUTAW ST"	HOMICIDE	FIREARM	123	CENTRAL	"Seton Hill"	"(39.2959100000, -76.6213700000)"	1	39.2959100000	-76.6213700000
2012/05/08	1303	1F	"1100 E 20TH ST"	HOMICIDE	FIREARM	311	EASTERN	"East Baltimore Midway"	"(39.3127900000, -76.6041800000)"	1	39.3127900000	-76.6041800000
2012/05/08	2118	1F	"3400 PIEDMONT AV"	HOMICIDE	FIREARM	621	NORTHWESTERN	Hanlon-Longwood	"(39.3163000000, -76.6748000000)"	1	39.3163000000	-76.6748000000
2012/05/06	1510	1F	"3000 OAKLEY AV"	HOMICIDE	FIREARM	615	NORTHWESTERN	"Central Park Heights"	"(39.3479600000, -76.6701600000)"	1	39.3479600000	-76.6701600000
2012/05/04	2348	1F	"4000 ALTO RD"	HOMICIDE	FIREARM	622	NORTHWESTERN	"Windsor Hills"	"(39.3169100000, -76.6829000000)"	1	39.3169100000	-76.6829000000
2012/05/03	1700	1O	"400 CUMMINGS CT"	HOMICIDE	OTHER	123	CENTRAL	Upton	"(39.3009800000, -76.6253200000)"	1	39.3009800000	-76.6253200000
2012/04/28	1318	1F	"3400 RAVENWOOD AV"	HOMICIDE	FIREARM	413	NORTHEASTERN	"Four By Four"	"(39.3153100000, -76.5752000000)"	1	39.3153100000	-76.5752000000
2012/04/26	1705	1K	"400 W SARATOGA ST"	HOMICIDE	KNIFE	121	CENTRAL	Downtown	"(39.2928500000, -76.6212400000)"	1	39.2928500000	-76.6212400000
2012/04/25	2245	1F	"2500 HARLEM AV"	HOMICIDE	FIREARM	723	WESTERN	"Evergreen Lawn"	"(39.2962300000, -76.6566400000)"	1	39.2962300000	-76.6566400000
2012/04/24	2205	1F	"4100 NORFOLK AV"	HOMICIDE	FIREARM	622	NORTHWESTERN	"West Forest Park"	"(39.3235800000, -76.6868900000)"	1	39.3235800000	-76.6868900000
2012/04/23	1500	1K	"5400 HILLBURN AV"	HOMICIDE	KNIFE	427	NORTHEASTERN	Waltherson	"(39.3448300000, -76.5544300000)"	1	39.3448300000	-76.5544300000
2012/04/23	406	1F	"2700 BOARMAN AV"	HOMICIDE	FIREARM	612	NORTHWESTERN	"Central Park Heights"	"(39.3386600000, -76.6659100000)"	1	39.3386600000	-76.6659100000
2012/04/23	1756	1F	"1500 W NORTH AV"	HOMICIDE	FIREARM	733	WESTERN	"Penn North"	"(39.3101300000, -76.6415200000)"	1	39.3101300000	-76.6415200000
2012/04/18	58	1F	"3200 BELAIR RD"	HOMICIDE	FIREARM	415	NORTHEASTERN	Belair-Edison	"(39.3208900000, -76.5744800000)"	1	39.3208900000	-76.5744800000
2012/04/17	2316	1F	"1700 N SPRING ST"	HOMICIDE	FIREARM	321	EASTERN	Oliver	"(39.3097600000, -76.5991300000)"	1	39.3097600000	-76.5991300000
2012/04/16	2111	1F	"1300 AISQUITH ST"	HOMICIDE	FIREARM	313	EASTERN	Oliver	"(39.3051900000, -76.6022700000)"	1	39.3051900000	-76.6022700000
2012/04/16	2140	1F	"4700 LIBERTY HEIGHTS AV"	HOMICIDE	FIREARM	626	NORTHWESTERN	"Howard Park"	"(39.3314600000, -76.6958000000)"	1	39.3314600000	-76.6958000000
2012/04/14	1115	1F	"2000 RAYNER AV"	HOMICIDE	FIREARM	723	WESTERN	Midtown-Edmondson	"(39.2969200000, -76.6496500000)"	1	39.2969200000	-76.6496500000
2012/04/14	2020	1F	"400 WATTY CT"	HOMICIDE	FIREARM	123	CENTRAL	Upton	"(39.3016800000, -76.6253000000)"	1	39.3016800000	-76.6253000000
2012/04/14	2024	1F	"1900 ETTING ST"	HOMICIDE	FIREARM	131	CENTRAL	"Druid Heights"	"(39.3065500000, -76.6352600000)"	1	39.3065500000	-76.6352600000
2012/04/09	1000	1F	"800 JACK ST"	HOMICIDE	FIREARM	913	SOUTHERN	Brooklyn	"(39.2316900000, -76.6007300000)"	1	39.2316900000	-76.6007300000
2012/04/08	1804	1F	"1400 FILLMORE ST"	HOMICIDE	FIREARM	411	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3221000000, -76.6002800000)"	1	39.3221000000	-76.6002800000
2012/04/08	2248	1F	"1400 HOLBROOK ST"	HOMICIDE	FIREARM	313	EASTERN	Oliver	"(39.3064900000, -76.6031400000)"	1	39.3064900000	-76.6031400000
2012/04/07	1515	1F	"1700 N CALHOUN ST"	HOMICIDE	FIREARM	732	WESTERN	Sandtown-Winchester	"(39.3081200000, -76.6437100000)"	1	39.3081200000	-76.6437100000
2012/04/02	2345	1F	"900 BELGIAN AV"	HOMICIDE	FIREARM	525	NORTHERN	"Pen Lucy"	"(39.3405300000, -76.6032400000)"	1	39.3405300000	-76.6032400000
2012/04/01	1401	1F	"1100 E BELVEDERE AV"	HOMICIDE	FIREARM	522	NORTHERN	"Glen Oaks"	"(39.3601100000, -76.5970600000)"	1	39.3601100000	-76.5970600000
2012/04/01	1926	1F	"1000 E 22ND ST"	HOMICIDE	FIREARM	311	EASTERN	"East Baltimore Midway"	"(39.3138300000, -76.6048700000)"	1	39.3138300000	-76.6048700000
2012/03/30	2306	1F	"900 VALLEY ST"	HOMICIDE	FIREARM	315	EASTERN	Oldtown	"(39.3004400000, -76.6048800000)"	1	39.3004400000	-76.6048800000
2012/03/27	52	1F	"6200 PIONEER DR"	HOMICIDE	FIREARM	424	NORTHEASTERN	"Hamilton Hills"	"(39.3616900000, -76.5722200000)"	1	39.3616900000	-76.5722200000
2012/03/25	1308	1O	"3000 BAKER ST"	HOMICIDE	OTHER	814	SOUTHWESTERN	Rosemont	"(39.3059100000, -76.6678100000)"	1	39.3059100000	-76.6678100000
2012/03/25	2206	1F	"4100 IDAHO AV"	HOMICIDE	FIREARM	427	NORTHEASTERN	Waltherson	"(39.3405000000, -76.5506600000)"	1	39.3405000000	-76.5506600000
2012/03/24	2312	1F	"800 W FAYETTE ST"	HOMICIDE	FIREARM	712	WESTERN	Poppleton	"(39.2900800000, -76.6295600000)"	1	39.2900800000	-76.6295600000
2012/03/23	2300	1F	"500 E 21ST ST"	HOMICIDE	FIREARM	311	EASTERN	"East Baltimore Midway"	"(39.3135600000, -76.6093400000)"	1	39.3135600000	-76.6093400000
2012/03/21	2333	1F	"1400 TRACTION ST"	HOMICIDE	FIREARM	733	WESTERN	"Penn North"	"(39.3119800000, -76.6411600000)"	1	39.3119800000	-76.6411600000
2012/03/20	2128	1F	"1800 ASHBURTON ST"	HOMICIDE	FIREARM	735	WESTERN	"Coppin Heights/Ash-Co-East"	"(39.3082400000, -76.6622300000)"	1	39.3082400000	-76.6622300000
2012/03/19	2035	1F	"6400 E PRATT ST"	HOMICIDE	FIREARM	232	SOUTHEASTERN	"Hopkins Bayview"	"(39.2904800000, -76.5391400000)"	1	39.2904800000	-76.5391400000
2012/03/16	1553	1F	"2300 E CHASE ST"	HOMICIDE	FIREARM	323	EASTERN	"Biddle Street"	"(39.3036300000, -76.5849700000)"	1	39.3036300000	-76.5849700000
2012/03/16	2305	1F	"3500 W BELVEDERE AV"	HOMICIDE	FIREARM	633	NORTHWESTERN	Arlington	"(39.3471400000, -76.6790000000)"	1	39.3471400000	-76.6790000000
2012/03/13	2110	1F	"900 N PORT ST"	HOMICIDE	FIREARM	323	EASTERN	Milton-Montford	"(39.3012700000, -76.5832000000)"	1	39.3012700000	-76.5832000000
2012/03/10	101	1F	"1000 E HOFFMAN ST"	HOMICIDE	FIREARM	313	EASTERN	Oliver	"(39.3060900000, -76.6036100000)"	1	39.3060900000	-76.6036100000
2012/03/07	2331	1F	"2200 W NORTH AV"	HOMICIDE	FIREARM	735	WESTERN	Mondawmin	"(39.3096700000, -76.6529100000)"	1	39.3096700000	-76.6529100000
2012/03/05	2130	1F	"3500 W MULBERRY ST"	HOMICIDE	FIREARM	815	SOUTHWESTERN	Allendale	"(39.2918600000, -76.6764800000)"	1	39.2918600000	-76.6764800000
2012/03/05	2130	1F	"3500 W MULBERRY ST"	HOMICIDE	FIREARM	815	SOUTHWESTERN	Allendale	"(39.2918600000, -76.6764800000)"	1	39.2918600000	-76.6764800000
2012/03/04	225	1F	"4500 MARBLE HALL RD"	HOMICIDE	FIREARM	421	NORTHEASTERN	"New Northwood"	"(39.3449500000, -76.5971200000)"	1	39.3449500000	-76.5971200000
2012/03/04	1700	1F	"1600 DARLEY AV"	HOMICIDE	FIREARM	312	EASTERN	"Darley Park"	"(39.3147200000, -76.5945100000)"	1	39.3147200000	-76.5945100000
2012/03/04	2331	1F	"400 OXFORD CT"	HOMICIDE	FIREARM	123	CENTRAL	Upton	"(39.3009300000, -76.6243400000)"	1	39.3009300000	-76.6243400000
2012/02/29	2101	1F	"4500 WINDSOR MILL RD"	HOMICIDE	FIREARM	821	SOUTHWESTERN	Wakefield	"(39.3130600000, -76.6912700000)"	1	39.3130600000	-76.6912700000
2012/02/27	2232	1O	"3400 CALLAWAY AV"	HOMICIDE	OTHER	625	NORTHWESTERN	Ashburton	"(39.3274200000, -76.6782400000)"	1	39.3274200000	-76.6782400000
2012/02/25	101	1K	"400 N KENWOOD AV"	HOMICIDE	KNIFE	221	SOUTHEASTERN	"McElderry Park"	"(39.2959200000, -76.5778800000)"	1	39.2959200000	-76.5778800000
2012/02/23	1125	1F	"2200 N FULTON AV"	HOMICIDE	FIREARM	736	WESTERN	Parkview/Woodbrook	"(39.3133000000, -76.6462400000)"	1	39.3133000000	-76.6462400000
2012/02/19	1508	1K	"1300 Mc Henry St"	HOMICIDE	KNIFE	933	SOUTHERN	"New Southwest/Mount Clare"	"(39.2845800000, -76.6380200000)"	1	39.2845800000	-76.6380200000
2012/02/13	1746	1F	"2800 GREENMOUNT AV"	HOMICIDE	FIREARM	512	NORTHERN	"Better Waverly"	"(39.3226400000, -76.6094100000)"	1	39.3226400000	-76.6094100000
2012/02/12	232	1F	"5900 LACLEDE RD"	HOMICIDE	FIREARM	434	NORTHEASTERN	Cedonia	"(39.3273400000, -76.5313100000)"	1	39.3273400000	-76.5313100000
2012/02/09	1045	1F	"2900 HAVERFORD RD"	HOMICIDE	FIREARM	622	NORTHWESTERN	"Windsor Hills"	"(39.3185300000, -76.6873300000)"	1	39.3185300000	-76.6873300000
2012/02/06	1652	1F	"900 E PRESTON ST"	HOMICIDE	FIREARM	313	EASTERN	"Johnston Square"	"(39.3049700000, -76.6050500000)"	1	39.3049700000	-76.6050500000
2012/02/01	730	1F	"4300 GREENHILL AV"	HOMICIDE	FIREARM	436	NORTHEASTERN	Parkside	"(39.3249100000, -76.5589600000)"	1	39.3249100000	-76.5589600000
2012/02/01	2145	1F	"5700 NASCO PL"	HOMICIDE	FIREARM	423	NORTHEASTERN	"Loch Raven"	"(39.3599100000, -76.5870700000)"	1	39.3599100000	-76.5870700000
2012/01/29	2302	1F	"200 S LOUDON AV"	HOMICIDE	FIREARM	824	SOUTHWESTERN	Irvington	"(39.2833000000, -76.6820900000)"	1	39.2833000000	-76.6820900000
2012/01/27	1507	1F	"2700 W COLD SPRING LA"	HOMICIDE	FIREARM	612	NORTHWESTERN	"Central Park Heights"	"(39.3395400000, -76.6666900000)"	1	39.3395400000	-76.6666900000
2012/01/20	1856	1F	"1600 W BALTIMORE ST"	HOMICIDE	FIREARM	711	WESTERN	"Franklin Square"	"(39.2883000000, -76.6432200000)"	1	39.2883000000	-76.6432200000
2012/01/19	1106	1O	"3800 COTTAGE AV"	HOMICIDE	OTHER	531	NORTHERN	Greenspring	"(39.3335500000, -76.6600700000)"	1	39.3335500000	-76.6600700000
2012/01/18	2158	1F	"4300 CEDAR GARDEN RD"	HOMICIDE	FIREARM	833	SOUTHWESTERN	"Yale Heights"	"(39.2751600000, -76.6891100000)"	1	39.2751600000	-76.6891100000
2012/01/12	1306	1F	"500 EDGEWOOD ST"	HOMICIDE	FIREARM	815	SOUTHWESTERN	Allendale	"(39.2928500000, -76.6755100000)"	1	39.2928500000	-76.6755100000
2012/01/08	346	1F	"4100 MARIBAN CT"	HOMICIDE	FIREARM	911	SOUTHERN	Brooklyn	"(39.2291300000, -76.5980200000)"	1	39.2291300000	-76.5980200000
2012/01/06	1850	1F	"800 N MONTFORD AV"	HOMICIDE	FIREARM	325	EASTERN	Milton-Montford	"(39.3002100000, -76.5838400000)"	1	39.3002100000	-76.5838400000
2012/01/05	908	1K	"2600 E BIDDLE ST"	HOMICIDE	KNIFE	333	EASTERN	"Biddle Street"	"(39.3048100000, -76.5804200000)"	1	39.3048100000	-76.5804200000
2012/01/03	209	1O	"500 BRUNSWICK ST"	HOMICIDE	OTHER	834	SOUTHWESTERN	Millhill	"(39.2790200000, -76.6592500000)"	1	39.2790200000	-76.6592500000
2012/01/03	2145	1F	"4000 EDGEWOOD RD"	HOMICIDE	FIREARM	625	NORTHWESTERN	"East Arlington"	"(39.3318000000, -76.6691300000)"	1	39.3318000000	-76.6691300000
2011/12/28	2158	1F	"2800 W GARRISON AV"	HOMICIDE	FIREARM	534	NORTHERN	Cylburn	"(39.3497800000, -76.6662500000)"	1	39.3497800000	-76.6662500000
2011/12/24	2300	1F	"2700 GILES RD"	HOMICIDE	FIREARM	922	SOUTHERN	"Cherry Hill"	"(39.2495800000, -76.6304900000)"	1	39.2495800000	-76.6304900000
2011/12/21	800	1O	"800 E 34TH ST"	HOMICIDE	OTHER	525	NORTHERN	Waverly	"(39.3298300000, -76.6045800000)"	1	39.3298300000	-76.6045800000
2011/12/21	2227	1F	"2500 W PRATT ST"	HOMICIDE	FIREARM	836	SOUTHWESTERN	"Shipley Hill"	"(39.2847600000, -76.6562400000)"	1	39.2847600000	-76.6562400000
2011/12/19	2034	1F	"1500 N ROSEDALE ST"	HOMICIDE	FIREARM	814	SOUTHWESTERN	Rosemont	"(39.3048600000, -76.6691000000)"	1	39.3048600000	-76.6691000000
2011/12/18	45	1F	"200 N SMALLWOOD ST"	HOMICIDE	FIREARM	721	WESTERN	"Penrose/Fayette Street Outreach"	"(39.2904600000, -76.6516400000)"	1	39.2904600000	-76.6516400000
2011/12/17	2204	1F	"4200 NICHOLAS AV"	HOMICIDE	FIREARM	436	NORTHEASTERN	Belair-Edison	"(39.3292000000, -76.5640300000)"	1	39.3292000000	-76.5640300000
2011/12/16	2120	1F	"2200 ELSINORE AV"	HOMICIDE	FIREARM	812	SOUTHWESTERN	"Mount Holly"	"(39.3125400000, -76.6784000000)"	1	39.3125400000	-76.6784000000
2011/12/10	954	1K	"2500 VIOLET AV"	HOMICIDE	KNIFE	611	NORTHWESTERN	"Park Circle"	"(39.3312800000, -76.6583700000)"	1	39.3312800000	-76.6583700000
2011/12/08	2257	1F	"2900 N CALVERT ST"	HOMICIDE	FIREARM	512	NORTHERN	"Charles Village"	"(39.3237500000, -76.6145700000)"	1	39.3237500000	-76.6145700000
2011/12/06	1215	1K	"0 N EAST AV"	HOMICIDE	KNIFE	223	SOUTHEASTERN	"Patterson Park Neighborhood"	"(39.2927200000, -76.5723500000)"	1	39.2927200000	-76.5723500000
2011/12/05	1200	1F	"0 E NORTH AV"	HOMICIDE	FIREARM	141	CENTRAL	"Charles North"	"(39.3110200000, -76.6164300000)"	1	39.3110200000	-76.6164300000
2011/11/29	1933	1F	"500 S BENTALOU ST"	HOMICIDE	FIREARM	835	SOUTHWESTERN	"Carrollton Ridge"	"(39.2813500000, -76.6525300000)"	1	39.2813500000	-76.6525300000
2011/11/22	732	1F	"900 W FRANKLIN ST"	HOMICIDE	FIREARM	714	WESTERN	"Harlem Park"	"(39.2944700000, -76.6320600000)"	1	39.2944700000	-76.6320600000
2011/11/15	2255	1F	"700 N CARROLLTON AV"	HOMICIDE	FIREARM	713	WESTERN	"Harlem Park"	"(39.2968200000, -76.6372100000)"	1	39.2968200000	-76.6372100000
2011/11/14	927	1F	"1700 MORELAND AV"	HOMICIDE	FIREARM	735	WESTERN	"Coppin Heights/Ash-Co-East"	"(39.3077100000, -76.6558800000)"	1	39.3077100000	-76.6558800000
2011/11/12	1649	1F	"1000 PENNSYLVANIA AV"	HOMICIDE	FIREARM	124	CENTRAL	"Heritage Crossing"	"(39.2980000000, -76.6278500000)"	1	39.2980000000	-76.6278500000
2011/11/12	1930	1F	"2200 AIKEN ST"	HOMICIDE	FIREARM	312	EASTERN	"East Baltimore Midway"	"(39.3154100000, -76.5990900000)"	1	39.3154100000	-76.5990900000
2011/11/11	1742	1F	"2600 KENTUCKY AV"	HOMICIDE	FIREARM	415	NORTHEASTERN	Belair-Edison	"(39.3265600000, -76.5750800000)"	1	39.3265600000	-76.5750800000
2011/11/09	2110	1F	"4300 LOCH RAVEN BLVD"	HOMICIDE	FIREARM	421	NORTHEASTERN	"New Northwood"	"(39.3430500000, -76.5927900000)"	1	39.3430500000	-76.5927900000
2011/11/07	840	1O	"3200 SPAULDING AV"	HOMICIDE	OTHER	614	NORTHWESTERN	"Central Park Heights"	"(39.3482300000, -76.6748700000)"	1	39.3482300000	-76.6748700000
2011/11/05	2030	1F	"4100 PARKWOOD AV"	HOMICIDE	FIREARM	422	NORTHEASTERN	Waltherson	"(39.3361800000, -76.5557700000)"	1	39.3361800000	-76.5557700000
2011/10/31	520	1F	"5300 YORK RD"	HOMICIDE	FIREARM	523	NORTHERN	Homeland	"(39.3553700000, -76.6099200000)"	1	39.3553700000	-76.6099200000
2011/10/31	1845	1F	"2900 GREENMOUNT AV"	HOMICIDE	FIREARM	515	NORTHERN	"Better Waverly"	"(39.3238800000, -76.6093900000)"	1	39.3238800000	-76.6093900000
2011/10/28	2325	1K	"600 GEORGE ST"	HOMICIDE	KNIFE	124	CENTRAL	"Heritage Crossing"	"(39.2966700000, -76.6281100000)"	1	39.2966700000	-76.6281100000
2011/10/27	2210	1F	"1200 BRADDISH AV"	HOMICIDE	FIREARM	814	SOUTHWESTERN	Winchester	"(39.3016700000, -76.6609000000)"	1	39.3016700000	-76.6609000000
2011/10/24	55	1F	"2000 LINDEN AV"	HOMICIDE	FIREARM	134	CENTRAL	"Reservoir Hill"	"(39.3105900000, -76.6325100000)"	1	39.3105900000	-76.6325100000
2011/10/24	1710	1O	"900 E 41ST ST"	HOMICIDE	OTHER	525	NORTHERN	"Pen Lucy"	"(39.3398300000, -76.6033600000)"	1	39.3398300000	-76.6033600000
2011/10/21	2005	1F	"2800 WOODBROOK AV"	HOMICIDE	FIREARM	736	WESTERN	Parkview/Woodbrook	"(39.3140200000, -76.6457800000)"	1	39.3140200000	-76.6457800000
2011/10/17	120	1F	"1700 HARFORD AV"	HOMICIDE	FIREARM	313	EASTERN	Oliver	"(39.3095500000, -76.6002300000)"	1	39.3095500000	-76.6002300000
